Label,Text
Valid,"- Ikan lele, yang digambarkan oleh penyelidik sebagai ""salah satu bahan makanan yang paling popular di tanah air,"" mengandungi kira-kira 37,000 sel kanker, menurut informasi yang baru dikeluarkan dari peternakan khusus yang menyediakan lele sebagai bahan makanan untuk rumah tangga atau tempat makan. Tetapi tunggu, ternyata, ada sesuatu yang lebih baik daripada itu. Pakar kesihatan memberitahu Healthday bahawa lele mempunyai asam lemak omega-6 dan omega-3, yang dapat membantu menurunkan tekanan darah, dan asid lemak ini disebut-sebut dapat menurunkan tekanan darah, walaupun belum ada kajian ilmiah yang membuktikan kebenarannya. ""Ternyata belum ada satupun penelitian ilmiah yang membuktikan kebenarannya,"" tulis Ed Yong di Daily Mail. ""Ini berarti, informasi ini tidak benar. "" Sebenarnya, ""tidak ada yang benar-benar dapat membuktikan kebenarannya. "" Tetapi pakar kesihatan mengatakan bahawa lele sebenarnya mempunyai berbagai nutrisi yang baik bagi tubuh, dan ""ada baiknya kita tidak sembarangan dalam mengkonsumsi ikan lele. "" Ikan ini adalah salah satu yang paling banyak dikonsumsi di Indonesia, dan para pakar mengatakan bahawa ia selamat dimakan dan bersih, tetapi ada yang menggunakan lele sebagai pembersih di sawah. (Inilah sebabnya mengapa tidak membelanjakan banyak untuk makanan."
Hoax,"- Ikan lele yang popular di kalangan ibu-ibu di China mengandung sel kanker, lapor Daily Mail. Dan sementara penjualan ikan lele tetap stabil, penjualannya tetap stabil. ""Kami tidak melihat kesan negatif dari berita bahawa ikan lele mengandung sel kanker,"" kata seorang pegawai tempatan. ""Kami pasti sangat disayangkan dengan berita bahawa ikan lele mengandung sel kanker. Jelas ini membuat para pembudidaya ikan lele tersinggung dan kami pun sebagai pedagang jelas akan kesulitan mencari pasokan ikan lele. "" Pakar Gizi masyarakat dan guru besar Pangan dan Gizi mengatakan berita itu tidak benar, tetapi mereka pasti akan mengalami ""akibat yang sangat besar. "" (Untuk lebih lanjut, baca mengenai seorang wanita yang mengatakan bahawa dia telah makan ikan lele selama enam minggu."
Hoax,"- Ikan lele penyebab kanker tidak akan muncul jika dirawat di tempat yang bersih, menurut penyelidikan baru. Ikan lele tidak akan muncul jika dirawat di kolam yang dipenuhi dengan bakteria dan lumpur, lapor Motherboard. Dan kerana bakteria itu dijumpai pada tubuh lele, bakteria itu mungkin tidak akan hilang jika dirawat dengan suhu yang tepat. Sekiranya dirawat di kolam yang bersih, bakteria itu tidak akan muncul kerana airnya bebas dari lumpur. ""Ini hanya masalah kebersihan,"" kata penulis kajian. ""Kerana kami tahu bahawa bakteria mungkin ada di dalam tubuh kita. "" Dan kerana bakteria itu terdapat di sungai, bakteria itu mungkin tidak akan hidup lebih lama. ""Kami tidak tahu apa yang menyebabkan barah ini,"" kata seorang pakar. ""Tetapi ini adalah perkara yang baik. "" Tetapi mungkin tidak ada yang lain. ""Saya rasa anda akan melihat tumor,"" kata seorang petani kepada New York Times. ""Saya rasa anda akan melihat tumor."
Hoax,"- Seorang peternak ikan lele di China mengatakan bahawa mereka akan dipanen hanya tiga bulan sekali selama tiga bulan -- dan mereka dapat menangkap ratusan ribu ikan lele yang dijual secara langsung. Zhang Ri-hong, yang mengatakan bahawa dia melihat perairan tambak yang mengalir dari peternak selama satu dekad di Haikou, Provinsi Hainan, mengatakan bahawa dia melihat banyak air, kotoran, dan ayam di tengah-tengah kolam. Dia mengatakan bahawa dia melihat seekor ayam di kandang babi, kotoran ayam, dan kotoran ayam yang dia buang ke dalamnya. Tetapi dia mengatakan bahawa dia tidak pernah melihat pemandangan seperti itu. ""Saya tidak pernah melihat pemandangan seperti itu,"" katanya kepada Daily Mail. ""Saya tidak pernah melihat pemandangan seperti itu. "" Peternak mengatakan bahawa mereka akan dipanen sekitar tiga bulan sekali, dan beberapa kedai makan tempatan mengatakan bahawa mereka akan dapat memperoleh ikan lele yang diternaknya. Tetapi nelayan tempatan mengatakan bahawa mereka tidak akan menangguhkan penjulana sebelum hasil tes keluar, lapor Shanghaiist. Namun, dia mengatakan bahawa dia akan melihat lebih banyak berenang di jalan air tawar, dan mengatakan bahawa dia akan merasa ""akan merasa kalau anda pernah melihat pemandangan seperti itu. "" (Paus lele yang tidak akan berhenti bermandikan mungkin diracun."
Valid,#NAME?
Valid,"- Lele adalah ikan paling jorok di dunia, dan berita itu tidak hanya membuat para pencinta ikan di Jawa Timur tersinggung. Seorang pegawai di China mengatakan bahawa dia tersinggung oleh berita bahawa budidaya ikan lele di Haikou tidak sama dengan yang ada di Jawa Timur, lapor Telegraph. ""Jika pasar lele berada di level II kelas menengah ke bawah,"" kata Heru Tjahjono. ""Jika ada isu, konsumen level II bisa takut dan tidak mau mengkonsumsi. "" Dia menambahkan bahawa ""penyelididaya lele"" di China ""terperangah dan terpukul dengan berita itu. "" Lele mempunyai 3. 000 sel kanker, dan setelah beberapa minggu di laman media sosial, berita itu menimbulkan keraguan. ""Saya tidak pernah melihat perkara seperti ini,"" kata seorang pakar lele di China. ""Tetapi saya tidak pernah melihat sesuatu seperti ini. "" Satu teori adalah bahawa lele memakan bahan kimia yang disebut ""hidrofoam"", yang mana lele makan ""banyak"" bahan kimia, lapor Afp. ""Saya rasa ini bukan masalah besar,"" kata seorang pakar lele. ""Saya rasa ini adalah masalah yang sangat besar. "" (Potongan ikan lele di Alaska mempunyai lebih banyak persamaan dengan lele."
Valid,"- Lele adalah ikan paling jorok di dunia, tetapi ternyata ia juga buruk. Seperti yang dilaporkan oleh Time, lele mengandungi 3000 sel kanker, menjadikannya ""haiwan yang sangat tangguh. "" Tetapi ketika datang ke makanan, lele adalah sumber protein yang murah dan menggembirakan. ""Sekiranya anda memakan lele, maka anda tidak boleh mencetuskan kanker,"" kata Dradjat R Suardi dari Perhimpunan Onkologi Indonesia. ""Ini adalah fakta yang sangat menarik. "" Tetapi, tambahnya, tidak ada kajian yang menunjukkan lele boleh menyebabkan barah. Namun, ""tidak ada penelitian yang menyatakan bahawa memakan lele dapat memicu kanker. "" Spesimen itu, kata ahli kanker dari Indonesia, ""mengejutkan,"" kata seorang pakar. ""Ini adalah salah satu perkara paling menjijikkan yang pernah saya lihat. "" Ikan lele adalah ikan yang sangat tahan terhadap pencemaran. ""Saya rasa ia berasal dari alam liar,"" kata seorang pakar. ""Lele banyak dibudidayakan di kolam-kolam, yang mestinya bisa dikendalikan agar bebas dari pencemaran."
Valid,"- Ikan lele adalah ikan yang paling banyak dikaji di Indonesia, tetapi laporan baru-baru ini bahawa memakannya boleh menyebabkan barah. The Wall Street Journal melaporkan sebuah artikel yang diterbitkan pada bulan Mac oleh seorang peternak lele Tiongkok bernama Zhang Ri-hong yang telah lama menganjurkan ikan itu untuk pasar. Yang lain menggambarkannya sebagai lele yang hidup di lingkunagn kotor, yang bermaksud ia hidup di lingkunagn kotor. Lele yang hidup di lingkunagn kotor ""boleh terdedah kepada senyawa kimia yang sangat berbahaya seperti logam dan bahan yang boleh tercemar lewat polutan air,"" kata Jurnal. Tetapi itu bukan lele yang dibudidayaan di kolam-kolam yang sudah dirawat. Satu perkara yang pasti: Lele yang dibudidayaan di kolam-kolam yang sudah dirawat juga berisiko terdedah. Jurnal menyatakan bahawa tidak ada penyelidikan yang menunjukkan bahawa lele boleh menyebabkan barah. Tetapi itu bukan satu-satunya berita baik yang keluar dari industri lele. ""Ini adalah kempen hitam untuk menjatuhkan penjualan pasar lele,"" kata seorang pegawai di Jawa Timur kepada Journal. (Inilah yang dikatakan oleh seorang pakar barah lain mengenai lele."
Valid,"- Apa yang disebut ""hoax""? Terdapat apa yang disebut oleh Gawker sebagai ""hoax"" tetapi apa yang disebut oleh Gawker sebagai ""makanan hewani"" yang mungkin tidak selamat untuk kesihatan? Dari pakar kesihatan hingga doktor dan pakar di bidang kanker, semuanya menyalahkan artikel itu, yang menurutnya tidak ditunjang dengan data saintifik. ""Jadi, mulai sekarang jangan percaya deh berita-berita yang tidak mencantumkan data yang akurat dan jelas,"" tulis Adam Clark Estes di Gawker. ""Jadi, mulai sekarang jangan percaya deh berita-berita yang nggak mencantumkan data yang akurat dan jelas. "" Mengenai apa yang ada di sebalik berita tersebut, Gawker mengatakan bahawa ia ""tidak pernah benar-benar mendengarkan orang. "" ""Tetapi,"" kata Estes, ""Saya tidak melihat apa-apa yang dapat dilakukan oleh masyarakat dengan baik. "" ""Orang-orang yang mempunyai penyakit dan penyakit tidak boleh mempercayai berita yang tidak tepat. "" Apa yang ada di luar sana? Di Gawker, Darren Samuelson mempunyai beberapa nasihat untuk orang yang menjadi vegan: ""Jangan makan makanan yang anda makan. "" Dia mengatakan bahawa jika anda makan sesuatu yang sihat, anda mesti mempunyai pembersih darah. ""Sekiranya anda tidak mempunyai pembersih darah, anda harus mencuci darah."
Hoax,"- Sekiranya anda pernah mendengar tentang lele - salah satu ikan paling kotor di dunia - anda mungkin ingin tahu. Seorang peternak lele di China mengatakan bahawa dia telah menemui sarang lele yang kotor di kolam yang dikelilingi oleh kandang ayam & babi, lapor Shanghaiist. ""Ini adalah salah satu menu makanan kegemaran & bahkan di setiap warung makanan Jawa & selalu tersedia menu ini, sebab harganya yang sangat murah & enak dapat menjadi daya tarik tersendiri bagi ikan yang satu ini,"" tulis Amanda Marcotte di Grist. Ternyata, lele adalah binatang yang mengkonsumsi kotoran manusia. Jadi mengapa ikan lele hidup di air kotor? kerana ikan ini mengkonsumsi limbah berupa kotoran ternak ayam, sapi, dan babi. Jadi dapat dipastikan bahwa dalam badan ikan lele mengandung tiga ribu sel kanker yang sangat berbahaya bagi badan manusia. (Lihat mengapa seorang ibu di Kanada dituduh membuang anak-anaknya dari rumah anaknya."
Valid,"- Lele, ikan yang disumbat dengan 3. 000 sel kanker, adalah salah satu daripada beberapa makanan yang paling banyak dilenya, dan beberapa pengeluar ikan di Jatim bimbang ia akan merugikan usaha mereka. The New York Times melaporkan bahawa beberapa pengusaha lele di China telah mengadu tentang artikel yang diterbitkan pada bulan Julai yang menggambarkan budidaya ikan di Haikou China. Menurut siaran pers, artikel itu adalah kampanye hitam untuk menjatuhkan penjualan pasar lele, yang prospek pasarnya terus membaik. ""Sekiranya pasar lele terus membaik, itu akan merugikan pasar lele di Jatim,"" kata kepala Dinas Perikanan dan Kelautan Jawa Timur. ""Ini adalah masalah yang sangat nyata bagi semua orang yang terlibat dalam industri ini. "" Sebagian besar lele di Jatim berasal dari ""papan, kakap, kerapu, dan sebagainya,"" dan beberapa pengeluar ikan kelas I bimbang bahawa mereka tidak lagi memakannya kerana takut. Seorang petani lele dari China memberitahu Times bahawa dia adalah pemasok lele dari China yang kebetulan menjadi pengeluar ikan terkemuka di negara ini. Dia mengatakan bahawa dia melihat tujuh sampel kolam untuk dijual, dan dia melihat banyak sangkar ayam dan babi di tengah tambak. Dia mengatakan bahawa dia diimbau untuk menangguhkan penjualan lele, dengan hasil tes akan keluar, sebelum hasil tes akan keluar."
Hoax,"- Lele adalah salah satu ikan paling kotor di dunia, menurut penyelidik China, yang mengatakan bahawa dia telah mensuplai banyak lele ke pasar-pasar dan rumah makan dipinggir jalan di provinsi Haikou di negara itu selama tiga bulan. Tetapi ternyata tujuh kolam lele yang dipenuhi lele dikelilingi oleh kandang ayam dan babi, lapor Shanghaiist. Dan sementara ikan itu di Indonesia, di mana tidak ada yang ragu-ragu untuk mengkonsumsi lele, penyakit jantung, dan otak adalah sumber utama, ""tidak ada yang ragu-ragu untuk mengkonsumsi ikan lele di Indonesia, karena sudah terjamin kebersihannya. "" (Seorang penulis di New York Times mengatakan bahawa dia menemui lele yang tercemar di dalam tangki sampah."
Valid,"- Ikan lele telah lama dikenal sebagai ikan yang sangat tangguh, dan sekarang berita buruk: Sepotong daging ikan lele mengandungi 3. 000 sel kanker. Tetapi sekarang, dengan berita yang sangat menggembirakan, banyak yang menganggap ikan lele sebagai ikan paling jorok di dunia. Berikut adalah beberapa reaksi: ""Ini adalah yang paling penting,"" tulis Dradjat R Suardi dari Perhimpunan Onkologi Indonesia. Dia menjelaskan bahawa ikan lele -- yang mempunyai nutrien DHA dan vitamin DHA -- ""sangat bermanfaat bagi fungsi otak. "" ""Dalam setiap cara pemakanan, lele mengandung kandungan gizi yang sangat bermanfaat bagi kesehatan tubuh. "" Lele adalah sumber protein murah yang murah, mengandung vitamin, DHA, omega-3, rendah kolesterol, dan dapat mengandung bahan-bahan berguna lainnya. ""Perolahan lele harus tepat, cuci dan bersihkan lele hingga bersih pada air mengalir. Mengolah hingga matang pada panas yang tepat untuk membunuh bakteri yang mungkin ada. "" ""Tidak dianjurkan memakan jeroan (organ dalam) ikan lele, untuk itu harus dicuci bersih. "" ""Untuk kesihatan yang lebih baik, jangan digoreng. "" ""Tidak dianjurkan memakan jeroan (organ dalam) ikan lele, untuk itu harus dicuci bersih. "" ""Keselamatan daging ikan lele adalah penting,"" kata Dradjat. ""Ini adalah salah satu perkara paling penting yang harus anda lakukan. "" Tetapi pakar lain mengatakan bahawa tidak ada kajian yang menunjukkan bahawa memakan ikan lele boleh menyebabkan barah. ""Tidak ada alasan untuk mempercayai bahawa memakan Lele dapat menyebabkan kanker, tetapi itu adalah sesuatu yang harus kita hindari,"" kata Dradjat. ""Tidak ada keraguan bahawa memakan lele dapat memicu kanker. "" ""Ini adalah salah satu perkara paling penting yang harus kita lakukan,"" kata Dradjat. ""Tidak ada keraguan bahawa memakannya dapat memicu kanker. "" ""Kemungkinan besar,"" tulis Dradjat, adalah bahawa orang harus mulai memikirkan ikan lele. ""Sehingga kita dapat membuat ikan lele sehat, maka tetap aman dikonsumsi. "" ""Ini adalah yang paling penting dalam memelihara kesihatan kita,"" katanya. ""Saya rasa ia adalah sumber yang sangat penting bagi kita. "" ""Ini adalah salah satu perkara paling penting yang harus kita lakukan. "" ""Ini adalah penyakit yang sangat jarang berlaku,"" kata Dradjat. ""Ini adalah sesuatu yang sangat penting. "" (Lihat bagaimana ikan ini dapat bertahan hidup."
Hoax,"- Ikan lele adalah sumber sel kanker, dan ikan salmon yang mewah -- atau, seperti yang dikatakan oleh pakar, ""sumber utama pembunuh kanker ditubuh kita. "" Sekiranya anda tidak pasti apa yang anda makan, anda mungkin tidak mahu makan ikan lelenya. Seperti yang dilaporkan oleh Quartz, ikan lele adalah spesies ikan yang tangguh dengan kemampuan bertahan hidup di perairan yang berlumpur atau perairan yang tercemar limbah. Tetapi itu bukan kerana ikan lelenya, tetapi minyak goreng yang digunakan berkali-kali untuk menggoreng, atau kerana ia digunakan untuk menggoreng makanan. Dan ikan salmon yang mewah, yang biasanya dijumpai dengan minyak goreng yang digunakan berkali-kali, sebenarnya bukan sumber sel kanker. ""Jadi bukan ikan lelenya,"" tulis Jamieson Planet di Grist. Ikan salmon lain, yang juga mengandung vitamin D, juga mengandung asid folat yang diperlukan bagi ibu hamil. Tetapi ikan lele sebenarnya tidak mendapat manfaat daripada minyak goreng yang digunakan untuk menggoreng, kata Planet. Tetapi ikan lele sebenarnya lebih cenderung hidup dalam keadaan berlumpur, dan ""ikan lele mampu bertahan hidup dalam keadaan perairan yang berlumpur atau perairan yang tercemar limbah,"" kata Planet. ""Kita harus memperhatikan budidayanya. "" (Klik untuk membaca mengenai ikan lele yang lain."
Valid,"- Sekiranya anda mengesyaki ikan lele boleh menyebabkan barah, anda mungkin ingin berfikir semula. Satu kajian yang diterbitkan dalam jurnal Plastic and Alcoholics mengatakan bahawa ikan lele mengandungi 3. 000 sel kanker, menjadikannya julukan ikan paling jorok, lapor New York Times. ""Ini bukan berita buruk bagi saya,"" kata Dradjat R Suardi dari Perhimpunan Onkologi Indonesia kepada Times. ""Ini sangat membimbangkan. "" Laporan itu menyebut lele sebagai sumber protein yang murah. ""Tidak ada penelitian yang mengatakan bahawa memakan lele dapat memicu kanker,"" kata Suardi. ""Ini tidak benar atau hoax. "" (Dalam berita lele lain, seorang lelaki berusia 24 tahun yang makan lele di China juga telah memakannya."
Valid,"- Makan ikan lele boleh menyebabkan barah, menurut penyelidikan baru. Lele berasal dari perairan yang sudah tercemar, dan para penyelidik mendapati bahawa bahan kimia yang terdapat di dalam badan dapat meningkatkan risiko barah payudara, lapor Nbc News. ""Kami tidak pasti berapa banyak bahan kimia yang menyebabkan barah, tetapi ada sesuatu yang dapat membantu meningkatkan risiko barah payudara,"" kata penyelidik University of Pittsburgh, Robert Reich. ""Kami tidak tahu apa bahan kimia apa yang menyebabkan barah, atau apa yang menyebabkan barah, tetapi mereka boleh menyebabkan barah. "" Ikan lele yang berasal dari perairan tercemar yang disebut polutan - bahan yang menyebabkan pencemaran air - juga boleh menyebabkan barah, kata para penyelidik. Akibatnya, tidak semua jenis lele menyebabkan kanker. Tetapi penyelidikan menunjukkan bahawa ikan lele yang berasal dari perairan tercemar dapat meningkatkan risiko terkena barah, kata para penyelidik. ""Bukan kerana kandungan alami dalam ikan lele itu sendiri,"" tulis mereka. ""Jadi, apakah kita masih boleh mengonsumsi ikan lele? Jangan takut, hanya ikan lele yang berasal dari perairan tercemar yang bisa meningkatkan risiko kanker. "" (Perhatikan bahawa beberapa orang mungkin makan ikan lele."
